|------
|Τμήμα|Έτος|Κωδικός ΚΕΝ|Ασφαλιστικός Φορέας|Πλήθος Νοσηλειών|Συνολικό Βασικό Έσοδο|Συνολική Πρόσθετη Χρέωση|Τελικό Σύνολο Εσόδων
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2023|Ν27Μβ|ETHNIKI|1|1892.19|0.00|1892.19
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2023|Ν29Μ|NN|1|2745.89|345.18|3091.07
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2023|Ν39Μ|ΕΟΠΥΥ|1|3881.32|816.32|4697.64
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2023|Π02Μ|METLIFE|1|4422.66|0.00|4422.66
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2023|Ρ05Μα|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2539.08|0.00|2539.08
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|S21Χ|ΕΟΠΥΥ|1|989.88|493.56|1483.44
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Α01Χ|NN|1|875.57|0.00|875.57
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Α20Χ|GENERALI|1|845.04|844.12|1689.16
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Α23Α|ΕΦΚΑ|1|1847.47|947.52|2794.99
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Α24Μ|ALLIANZ|1|1442.65|155.00|1597.65
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Β04Α|NN|1|4580.89|662.76|5243.65
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Β06Μ|METLIFE|1|4325.90|0.00|4325.90
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Δ01Μ|GENERALI|1|4890.38|0.00|4890.38
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Δ12Χα|ETHNIKI|1|2183.21|0.00|2183.21
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Δ29Α|METLIFE|1|1806.04|0.00|1806.04
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Ε09Α|ΕΟΠΥΥ|1|1566.51|0.00|1566.51
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Η05Χ|ETHNIKI|1|3021.37|0.00|3021.37
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Η23Χ|ΕΟΠΥΥ|1|4862.89|0.00|4862.89
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Κ12Μ|INTERAMERICAN|1|2968.25|0.00|2968.25
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Κ30Χ|ΕΟΠΥΥ|1|2707.45|1524.40|4231.85
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Κ35Μ|EUROLIFE|1|2761.98|1075.28|3837.26
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Μ04Χ|METLIFE|1|1691.10|0.00|1691.10
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Μ20Α|INTERAMERICAN|1|4237.38|526.68|4764.06
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Μ69Χ|NN|1|2526.27|2618.60|5144.87
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Ν01Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3044.72|855.30|3900.02
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Ν05Α|ALLIANZ|1|4595.24|678.60|5273.84
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Ν24Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2036.63|0.00|2036.63
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Ο21Μ|ΕΟΠΥΥ|1|4894.28|457.26|5351.54
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Ρ01Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1424.73|1497.99|2922.72
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Υ08Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4633.15|0.00|4633.15
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Ω02Χ|EUROLIFE|1|3881.97|509.49|4391.46
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2024|Ω12Α|INTERAMERICAN|1|3546.33|3202.43|6748.76
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|W13Α|ΕΟΠΥΥ|1|3110.55|2439.36|5549.91
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Α02Μα|ETHNIKI|1|2699.61|0.00|2699.61
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Α24Μ|ΕΟΠΥΥ|1|3864.55|1753.98|5618.53
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Α26Χ|EUROLIFE|1|4129.88|0.00|4129.88
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Α34Μα|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4707.92|335.28|5043.20
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Β02Χ|ALLIANZ|1|2379.30|2637.90|5017.20
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Β06Μ|ΕΦΚΑ|1|2342.33|1807.54|4149.87
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Δ07Α|ΕΟΠΥΥ|1|1215.21|0.00|1215.21
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Δ25Χ|ΕΟΠΥΥ|1|543.58|544.12|1087.70
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Δ28Χ|GENERALI|1|1670.66|0.00|1670.66
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Ζ21Α|ALLIANZ|1|3973.13|0.00|3973.13
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Η05Μ|GENERALI|1|4874.92|0.00|4874.92
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Η20Μ|ETHNIKI|1|1310.15|141.10|1451.25
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Η41Μ|METLIFE|1|3775.17|0.00|3775.17
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Θ03Α|GENERALI|1|2570.18|973.63|3543.81
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Θ24Μ|METLIFE|1|4176.59|0.00|4176.59
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Κ01Μ|ΕΦΚΑ|1|3904.59|0.00|3904.59
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Κ04Μ|ΕΟΠΥΥ|1|605.82|0.00|605.82
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Κ18Χ|ETHNIKI|1|1140.44|2443.76|3584.20
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Κ18Χ|NN|1|2587.63|1203.68|3791.31
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Κ32Α|INTERAMERICAN|1|4436.84|809.60|5246.44
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Κ33Α|ΕΦΚΑ|1|2173.11|0.00|2173.11
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Κ39Μ|ALLIANZ|1|2950.09|0.00|2950.09
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Κ45Μα|GENERALI|1|958.59|0.00|958.59
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Λ23Α|EUROLIFE|1|1510.39|883.70|2394.09
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Μ01Μ|ETHNIKI|1|2175.30|0.00|2175.30
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Μ03Μ|INTERAMERICAN|1|3089.84|0.00|3089.84
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Μ16Α|GENERALI|1|2144.09|1200.10|3344.19
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Ν30Μβ|NN|1|2247.30|0.00|2247.30
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Ν35Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1191.38|2632.19|3823.57
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Ξ02Μ|INTERAMERICAN|1|4249.18|0.00|4249.18
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Ο20Μ|INTERAMERICAN|1|2896.42|0.00|2896.42
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Ο23Α|INTERAMERICAN|1|2182.67|0.00|2182.67
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Π02Μ|NN|1|4295.43|0.00|4295.43
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Π04Μα|ALLIANZ|1|583.94|0.00|583.94
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Π04Χ|INTERAMERICAN|1|2183.25|1472.03|3655.28
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Π07Χ|ETHNIKI|1|2300.62|2349.93|4650.55
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Π10Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|563.92|1314.60|1878.52
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Π12Χ|INTERAMERICAN|1|2326.44|1004.52|3330.96
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Π26Χ|NN|1|2523.14|668.32|3191.46
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Τ25Μβ|INTERAMERICAN|1|2379.06|0.00|2379.06
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Τ26Μγ|GENERALI|1|4596.80|0.00|4596.80
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Υ28Α|ΕΟΠΥΥ|1|3836.02|1291.00|5127.02
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Ω04Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4758.23|2687.76|7445.99
|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2025|Ω35Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3306.87|700.80|4007.67
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2021|Η42Χ|EUROLIFE|1|2393.96|211.21|2605.17
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2021|Κ21Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2928.48|1261.98|4190.46
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2021|Κ36Μ|ΕΦΚΑ|1|1432.50|541.71|1974.21
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2021|Ρ21Μ|EUROLIFE|1|4844.65|0.00|4844.65
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2021|Φ22Χ|ETHNIKI|1|1760.44|355.68|2116.12
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2022|Η41Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4451.75|1373.68|5825.43
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2022|Θ04Μ|ETHNIKI|1|3148.09|407.98|3556.07
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2022|Κ15Χ|ΕΦΚΑ|1|2717.19|1395.36|4112.55
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2022|Κ30Μ|ETHNIKI|1|720.66|0.00|720.66
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2022|Κ40Μ|EUROLIFE|1|1844.52|0.00|1844.52
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2022|Τ26Μγ|ΕΟΠΥΥ|1|3971.58|0.00|3971.58
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2022|Υ03Μα|GENERALI|1|3683.16|0.00|3683.16
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2022|Υ04Χα|NN|1|1967.04|524.42|2491.46
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2022|Χ46Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|875.93|0.00|875.93
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2022|Ω30Μ|ETHNIKI|1|700.24|498.10|1198.34
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Δ22Χ|ΕΟΠΥΥ|1|2689.54|859.65|3549.19
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Δ28Μ|ALLIANZ|1|2247.83|0.00|2247.83
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Η23Μ|INTERAMERICAN|1|736.18|0.00|736.18
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Κ38Μ|EUROLIFE|1|774.78|0.00|774.78
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Λ03Μ|INTERAMERICAN|1|3677.01|0.00|3677.01
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Μ13Χ|EUROLIFE|1|815.70|363.32|1179.02
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Ν31Χ|ETHNIKI|1|4326.49|0.00|4326.49
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Ν31Χ|NN|1|3776.70|386.45|4163.15
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Π05Μβ|ETHNIKI|1|4276.05|0.00|4276.05
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Π45Χ|GENERALI|1|4533.23|1556.28|6089.51
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Ρ22Μ|INTERAMERICAN|1|4053.90|0.00|4053.90
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Τ27Μβ|ETHNIKI|1|1091.30|252.36|1343.66
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2023|Ω35Α|ALLIANZ|1|4583.48|660.66|5244.14
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|G01Μα|ΕΟΠΥΥ|1|4784.81|0.00|4784.81
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|W13Α|INTERAMERICAN|1|1149.14|1360.90|2510.04
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Α02Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2825.41|1026.80|3852.21
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Α12Α|EUROLIFE|1|1271.60|1089.84|2361.44
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Α22Χ|INTERAMERICAN|1|4692.55|998.64|5691.19
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Α33Χ|METLIFE|1|4691.39|305.66|4997.05
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Ε06Μ|ΕΟΠΥΥ|1|1644.71|0.00|1644.71
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Ε08Χ|GENERALI|1|1904.25|538.08|2442.33
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Θ06Μ|ETHNIKI|1|4912.79|207.22|5120.01
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Θ20Χ|INTERAMERICAN|1|1564.26|187.41|1751.67
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Κ17Χ|INTERAMERICAN|1|2414.10|401.35|2815.45
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Κ19Α|NN|1|507.40|219.68|727.08
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Κ36Μ|EUROLIFE|1|3850.62|0.00|3850.62
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Λ03Χ|ΕΟΠΥΥ|1|4933.38|186.94|5120.32
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Μ05Χ|GENERALI|1|4647.80|1621.26|6269.06
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Μ17Χ|ΕΦΚΑ|1|1884.61|608.10|2492.71
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Μ29Α|INTERAMERICAN|1|2854.58|1154.86|4009.44
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Μ73Χ|NN|1|2783.12|0.00|2783.12
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Ν07Χ|INTERAMERICAN|1|563.15|277.61|840.76
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Ν31Μ|GENERALI|1|1085.76|505.60|1591.36
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Ο12Α|GENERALI|1|3849.92|51.73|3901.65
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Ο14Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|1056.30|1460.48|2516.78
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Ο15Α|ETHNIKI|1|3589.67|2256.30|5845.97
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Ο15Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2643.94|196.47|2840.41
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Ο22Α|NN|1|4351.54|109.05|4460.59
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Π26Χ|ΕΟΠΥΥ|1|3523.93|866.16|4390.09
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Π28Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|2|5158.16|717.80|5875.96
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Ρ10Μα|ALLIANZ|1|4123.39|0.00|4123.39
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Υ02Μ|ETHNIKI|1|4068.84|0.00|4068.84
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Χ45Α|INTERAMERICAN|1|4287.00|1827.92|6114.92
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2024|Ω04Χ|ALLIANZ|1|528.60|398.64|927.24
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|G01Μβ|ΕΦΚΑ|1|3373.85|0.00|3373.85
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|S21Χ|METLIFE|1|3918.45|328.72|4247.17
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Α21Μ|ETHNIKI|1|3093.43|0.00|3093.43
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Β24Α|ALLIANZ|1|2764.04|2030.56|4794.60
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Γ12Χ|ETHNIKI|1|4049.04|708.05|4757.09
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Ε05Α|INTERAMERICAN|1|4885.69|0.00|4885.69
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Η01Μ|ETHNIKI|1|3991.69|0.00|3991.69
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Θ06Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|688.87|1153.80|1842.67
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Θ09Χα|INTERAMERICAN|1|2280.50|782.52|3063.02
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Κ01Χ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4313.15|3269.64|7582.79
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Κ07Μα|ΕΟΠΥΥ|1|2730.04|0.00|2730.04
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Κ14Μα|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3789.64|0.00|3789.64
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Κ15Μ|GENERALI|1|1501.37|921.68|2423.05
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Κ16Μ|GENERALI|1|2603.20|2003.33|4606.53
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Κ32Α|ΕΟΠΥΥ|1|768.89|1752.84|2521.73
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Κ38Μ|INTERAMERICAN|1|1643.57|0.00|1643.57
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Κ45Μβ|NN|1|1219.26|1005.10|2224.36
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Μ02Μ|ALLIANZ|1|1586.38|0.00|1586.38
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Μ11Α|GENERALI|1|3052.29|0.00|3052.29
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Μ12Μα|INTERAMERICAN|1|3589.33|0.00|3589.33
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Μ63Χ|ΕΟΠΥΥ|1|853.62|900.88|1754.50
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Μ66Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2469.59|0.00|2469.59
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Μ69Μ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|592.98|0.00|592.98
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Μ78Μ|ΕΟΠΥΥ|1|1819.57|0.00|1819.57
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Ν07Χ|METLIFE|1|2520.59|151.57|2672.16
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Ν10Α|ΕΟΠΥΥ|1|4065.60|2527.20|6592.80
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Ν20Μ|ALLIANZ|1|3083.98|0.00|3083.98
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Ν21Χ|ΕΦΚΑ|1|3555.35|385.10|3940.45
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Ν22Α|ΕΦΚΑ|1|3495.94|0.00|3495.94
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Ν28Μ|ALLIANZ|1|4816.61|0.00|4816.61
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Ν29Χ|ALLIANZ|1|3694.94|261.85|3956.79
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Ν38Μ|INTERAMERICAN|1|3821.72|0.00|3821.72
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Ξ21Μ|EUROLIFE|1|4972.54|2315.52|7288.06
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Ο16Α|ΕΟΠΥΥ|1|2465.52|922.60|3388.12
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Π05Μα|INTERAMERICAN|1|3347.18|0.00|3347.18
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Π41Χ|ΕΟΠΥΥ|1|3713.91|450.78|4164.69
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Π44Μ|INTERAMERICAN|1|3801.61|0.00|3801.61
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Π45Χ|ALLIANZ|1|3511.05|1065.60|4576.65
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Ρ10Μβ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|3539.38|0.00|3539.38
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Σ22Χ|ETHNIKI|1|4445.85|1088.82|5534.67
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Υ03Χ|METLIFE|1|3367.46|589.08|3956.54
|ΚΑΡΔΙΟΛΟΓΙΚΗ|2025|Υ04Μ|ΕΦΚΑ|1|3714.59|0.00|3714.59
|ΝΕΥΡΟΛΟΓΙΚΗ|2021|S21Χ|GENERALI|1|3655.58|247.44|3903.02
|ΝΕΥΡΟΛΟΓΙΚΗ|2021|Α23Α|ALLIANZ|1|1594.21|1911.20|3505.41
|ΝΕΥΡΟΛΟΓΙΚΗ|2021|Ε07Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2198.64|0.00|2198.64
|ΝΕΥΡΟΛΟΓΙΚΗ|2021|Ζ21Α|INTERAMERICAN|1|2093.48|0.00|2093.48
|ΝΕΥΡΟΛΟΓΙΚΗ|2021|Η41Μ|METLIFE|1|3775.17|0.00|3775.17
|ΝΕΥΡΟΛΟΓΙΚΗ|2021|Θ09Χβ|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|2059.45|1649.41|3708.86
|ΝΕΥΡΟΛΟΓΙΚΗ|2021|Ι23Α|ΑΝΑΣΦΑΛΙΣΤΟΣ|1|4144.14|0.00|4144.14
|ΝΕΥΡΟΛΟΓΙΚΗ|2021|Μ10Χ|INTERAMERICAN|1|2666.26|1932.57|4598.83
|ΝΕΥΡΟΛΟΓΙΚΗ|2021|Μ17Χ|INTERAMERICAN|1|3899.02|269.47|4168.49
|ΝΕΥΡΟΛΟΓΙΚΗ|2021|Π05Χ|METLIFE|1|3115.04|2917.20|6032.24
|ΝΕΥΡΟΛΟΓΙΚΗ|2021|Φ25Χ|INTERAMERICAN|1|4996.58|550.16|5546.74
|ΝΕΥΡΟΛΟΓΙΚΗ|2021|Ω13Α|GENERALI|1|2876.83|417.48|3294.31
|ΝΕΥΡΟΛΟΓΙΚΗ|2022|S20Α|ETHNIKI|1|2544.88|1822.77|4367.65
|ΝΕΥΡΟΛΟΓΙΚΗ|2022|Β01Μ|ALLIANZ|1|4024.41|0.00|4024.41
|ΝΕΥΡΟΛΟΓΙΚΗ|2022|Β02Χ|INTERAMERICAN|1|1037.88|724.04|1761.92
|ΝΕΥΡΟΛΟΓΙΚΗ|2022|Ζ02Χ|GENERALI|1|2737.67|0.00|2737.67
|ΝΕΥΡΟΛΟΓΙΚΗ|2022|Ζ21Α|METLIFE|1|1473.64|174.99|1648.63
|ΝΕΥΡΟΛΟΓΙΚΗ|2022|Λ21Α|ΕΟΠΥΥ|1|3112.03|1467.84|4579.87
|ΝΕΥΡΟΛΟΓΙΚΗ|2022|Π03Μ|ΕΦΚΑ|1|3449.37|0.00|3449.37
|ΝΕΥΡΟΛΟΓΙΚΗ|2022|Π04Μα|INTERAMERICAN|1|4491.24|0.00|4491.24
|ΝΕΥΡΟΛΟΓΙΚΗ|2022|Φ01Α|ΕΟΠΥΥ|1|1640.11|0.00|1640.11
|ΝΕΥΡΟΛΟΓΙΚΗ|2022|Φ11Χ|GENERALI|1|4367.87|220.02|4587.89
